purchase_number,total_orders,avg_order_amount,avg_days_gap_between_purchases
1141,14,14.42,0.0
1142,14,15.45,0.64
1143,14,28.87,0.0
1144,14,15.19,0.0
1145,14,17.96,0.0
1146,14,22.16,0.14
1147,14,25.89,0.0
1148,14,18.39,0.0
1149,14,48.42,0.07
1150,14,28.51,0.0
1151,14,25.33,0.0
1152,14,32.72,0.0
1153,14,37.57,0.0
1154,14,48.89,0.0
1155,14,33.26,0.93
1156,14,31.87,0.0
1157,14,16.29,1.43
1158,14,24.34,0.0
1159,14,26.33,0.0
1160,14,29.15,0.0
1161,14,12.31,0.0
1162,14,55.76,0.0
1163,14,12.25,0.0
1164,14,12.5,0.57
1165,14,17.31,0.0
1166,14,21.08,0.0
1167,14,13.52,0.0
1168,14,21.37,0.0
1169,14,11.23,0.0
1170,14,19.88,0.0
1171,14,16.11,0.0
1172,14,48.53,0.0
1173,14,45.78,0.0
1174,14,18.88,0.0
1175,14,27.81,0.0
1176,14,18.7,0.0
1177,14,12.65,0.0
1178,14,19.21,0.14
1179,14,19.28,0.5
1180,14,28.83,0.0
1181,14,17.36,0.0
1182,14,33.78,0.0
1183,14,15.09,0.0
1184,14,15.91,0.36
1185,14,42.41,0.0
1186,14,14.56,0.5
1187,14,25.7,0.0
1188,14,27.2,0.0
1189,14,23.78,0.0
1190,14,29.96,0.0
1191,14,29.19,0.64
1192,14,20.55,0.0
1193,14,21.62,0.0
1194,14,29.53,1.57
1195,14,94.47,0.0
1196,14,61.35,0.36
1197,14,53.97,0.0
1198,14,39.28,0.0
1199,14,60.61,1.07
1200,14,44.05,0.0
1201,14,57.71,0.0
1202,14,47.12,0.0
1203,14,32.72,0.0
1204,13,33.32,0.0
1205,13,42.25,0.0
1206,13,48.32,0.15
1207,13,43.62,0.0
1208,13,40.45,0.0
1209,13,31.88,0.0
1210,13,25.62,0.0
1211,13,61.91,0.0
1212,13,39.84,0.0
1213,13,29.86,0.0
1214,13,50.27,0.0
1215,13,36.2,0.31
1216,13,19.72,0.0
1217,13,48.57,0.15
1218,13,42.02,0.0
1219,13,20.87,0.0
1220,13,38.32,0.0
1221,13,63.48,2.0
1222,13,124.88,0.0
1223,13,30.31,0.15
1224,13,18.47,0.0
1225,13,19.83,0.0
1226,13,38.7,0.38
1227,13,39.03,0.0
1228,13,25.16,0.0
1229,13,26.75,0.0
1230,13,35.77,0.0
1231,13,34.06,0.0
1232,13,32.15,0.0
1233,13,35.97,0.0
1234,13,37.28,0.15
1235,13,31.49,0.0
1236,13,61.0,0.0
1237,13,29.69,0.0
1238,13,17.74,0.0
1239,13,22.25,0.0
1240,13,32.14,0.0
1241,13,33.19,0.23
1242,13,30.87,0.92
1243,13,16.24,0.15
1244,13,19.6,0.0
1245,13,22.85,0.0
1246,13,24.98,1.08
1247,13,21.22,0.0
1248,13,13.93,0.0
1249,13,17.22,0.0
1250,13,25.77,0.0
1251,13,24.91,0.0
1252,13,22.24,0.23
1253,13,17.92,0.0
1254,13,18.9,0.0
1255,13,24.04,0.54
1256,13,42.93,0.0
1257,13,40.55,0.0
1258,13,33.29,0.0
1259,13,18.77,0.0
1260,13,26.23,0.0
1261,13,18.19,0.0
1262,13,16.08,0.0
1263,13,18.24,0.0
1264,13,14.99,0.0
1265,13,19.91,0.0
1266,13,28.77,0.0
1267,13,26.46,0.0
1268,13,32.74,0.0
1269,13,15.43,0.0
1270,13,17.07,0.0
1271,13,13.68,0.31
1272,13,41.34,0.85
1273,13,25.11,0.38
1274,13,42.42,0.23
1275,13,27.75,0.0
1276,13,37.02,0.38
1277,13,29.67,0.31
1278,13,32.06,0.0
1279,12,18.12,0.0
1280,12,13.58,0.25
1281,12,25.61,0.0
1282,12,16.34,0.0
1283,12,33.98,0.0
1284,12,40.94,0.0
1285,12,45.3,0.0
1286,12,33.87,1.0
1287,12,31.52,0.33
1288,12,28.66,0.0
1289,12,48.48,0.17
1290,12,45.24,0.92
1291,12,47.1,0.0
1292,12,37.6,1.58
1293,12,46.21,0.0
1294,12,51.03,0.0
1295,12,44.36,0.0
1296,12,37.68,0.0
1297,12,91.62,0.0
1298,12,108.17,1.42
1299,12,24.25,0.58
1300,12,31.58,0.0
1301,12,20.48,0.0
1302,12,28.29,0.25
1303,12,22.05,0.0
1304,12,22.81,0.0
1305,12,23.77,0.0
1306,12,21.24,0.0
1307,12,18.03,0.0
1308,12,29.69,0.0
1309,12,16.76,0.0
1310,12,15.04,0.0
1311,12,19.68,0.5
1312,12,17.01,1.17
1313,12,30.12,0.0
1314,12,24.89,0.0
1315,12,106.54,0.0
1316,12,20.17,1.83
1317,12,31.62,0.0
1318,12,38.06,0.33
1319,12,39.08,0.0
1320,12,36.64,0.0
1321,12,46.56,0.0
1322,12,39.67,0.0
1323,12,33.24,0.0
1324,12,27.61,0.58
1325,12,20.69,0.92
1326,12,25.3,0.33
1327,12,26.27,0.42
1328,12,21.46,0.0
1329,12,18.33,0.0
1330,12,11.81,0.0
1331,12,21.07,0.0
1332,12,14.82,0.0
1333,12,23.69,0.0
1334,12,24.59,0.0
1335,12,76.7,0.0
1336,12,39.81,0.0
1337,12,30.89,0.0
1338,12,24.77,0.0
1339,12,27.0,0.0
1340,12,31.55,0.0
1341,12,19.02,0.0
1342,12,17.97,0.0
1343,12,44.51,0.0
1344,12,23.52,0.0
1345,12,30.76,0.42
1346,12,27.68,0.17
1347,12,35.34,0.0
1348,12,41.58,0.0
1349,12,22.84,0.0
1350,12,42.93,1.17
1351,12,47.53,0.0
1352,12,24.03,0.0
1353,12,39.71,0.0
1354,12,20.22,0.0
1355,12,16.41,0.0
1356,12,16.43,0.0
1357,12,11.28,1.17
1358,12,12.08,0.0
1359,12,11.08,0.0
1360,12,14.99,0.0
1361,12,21.12,0.0
1362,12,16.35,0.0
1363,12,15.74,0.0
1364,12,26.42,0.0
1365,12,25.42,0.0
1366,12,28.37,1.17
1367,12,8.25,0.08
1368,12,17.4,1.58
1369,12,18.31,0.0
1370,12,12.29,0.0
1371,12,31.96,0.0
1372,12,28.54,0.17
1373,12,27.32,0.0
1374,12,17.85,0.0
1375,12,18.13,0.0
1376,12,18.63,0.5
1377,12,22.17,0.0
1378,12,26.36,0.0
1379,12,42.48,0.0
1380,12,30.6,0.0
1381,12,15.18,0.0
1382,12,39.28,0.0
1383,12,44.49,0.0
1384,12,20.29,0.42
1385,12,37.56,0.0
1386,12,32.27,0.0
1387,12,25.53,1.08
1388,11,27.23,0.0
1389,11,29.87,0.0
1390,11,29.01,0.0
1391,11,28.67,1.73
1392,11,18.31,0.09
1393,11,26.32,0.0
1394,11,28.68,0.0
1395,11,29.35,0.0
1396,11,23.02,0.0
1397,11,30.65,0.0
1398,11,23.22,0.0
1399,11,38.14,0.0
1400,11,46.44,0.0
1401,11,17.72,0.45
1402,11,26.06,0.0
1403,11,26.3,0.0
1404,11,32.04,0.0
1405,11,23.96,0.0
1406,11,29.31,0.09
1407,11,23.63,1.0
1408,11,22.0,0.0
1409,11,21.62,0.0
1410,11,25.99,0.0
1411,11,24.04,1.82
1412,11,25.93,0.36
1413,11,42.69,0.0
1414,11,36.27,0.0
1415,11,18.11,0.0
1416,11,27.54,0.0
1417,11,28.8,0.27
1418,11,18.73,0.0
1419,11,21.71,0.0
1420,11,17.44,0.0
1421,11,38.08,0.0
1422,11,22.18,0.18
1423,11,19.95,0.0
1424,11,20.54,0.0
1425,11,16.07,0.45
1426,11,48.73,0.0
1427,11,17.74,0.64
1428,11,39.0,0.0
1429,11,38.59,0.0
1430,11,20.36,0.0
1431,11,11.31,0.0
1432,11,14.71,0.0
1433,11,25.88,0.0
1434,11,19.42,0.0
1435,11,17.69,0.0
1436,11,27.14,0.0
1437,11,21.81,0.0
1438,11,24.98,0.0
1439,11,24.69,0.45
1440,11,24.12,0.0
1441,11,14.31,0.0
1442,11,14.84,0.0
1443,11,34.84,0.0
1444,11,25.9,0.0
1445,11,36.56,0.0
1446,11,34.48,0.73
1447,11,33.05,0.36
1448,11,20.44,0.0
1449,11,27.55,0.0
1450,11,32.25,0.0
1451,11,35.28,0.0
1452,11,22.31,0.0
1453,11,20.21,0.0
1454,11,22.83,0.0
1455,11,20.66,0.0
1456,11,29.53,0.0
1457,11,38.51,0.18
1458,11,38.5,0.0
1459,11,20.5,0.0
1460,11,21.51,0.0
1461,11,14.28,0.0
1462,11,30.07,0.0
1463,11,19.6,0.0
1464,11,22.09,0.0
1465,11,21.37,0.0
1466,11,23.8,0.0
1467,11,23.67,0.27
1468,11,25.11,0.0
1469,11,17.15,0.0
1470,11,30.15,0.64
1471,11,35.71,0.0
1472,11,23.54,0.36
1473,11,23.3,0.27
1474,11,20.81,0.0
1475,11,23.92,0.0
1476,11,20.82,0.0
1477,11,15.07,0.0
1478,11,16.62,0.09
1479,11,33.04,0.0
1480,11,13.99,0.0
1481,11,28.04,0.0
1482,11,23.69,0.0
1483,11,21.02,0.0
1484,11,35.5,0.0
1485,11,36.63,0.0
1486,11,22.23,0.0
1487,11,28.79,0.0
1488,11,29.01,0.0
1489,11,15.31,0.0
1490,11,31.04,0.0
1491,11,28.28,0.36
1492,11,17.87,0.0
1493,11,27.15,0.0
1494,11,26.65,2.82
1495,11,17.44,0.0
1496,11,24.54,0.0
1497,11,25.78,0.0
1498,11,49.59,0.0
1499,11,49.39,0.0
1500,11,18.05,0.0
1501,11,15.81,0.0
1502,11,41.31,0.0
1503,10,27.42,0.0
1504,10,30.72,0.0
1505,10,18.29,0.0
1506,10,17.84,0.0
1507,10,37.75,0.0
1508,10,23.66,0.0
1509,10,25.18,0.0
1510,10,24.33,0.0
1511,10,29.67,0.0
1512,10,33.22,0.6
1513,10,34.31,0.0
1514,10,45.2,0.0
1515,10,30.82,0.0
1516,10,32.09,0.8
1517,10,31.2,0.0
1518,10,31.92,0.0
1519,10,25.98,0.2
1520,10,15.64,0.3
1521,10,21.02,0.0
1522,10,17.02,0.0
1523,10,21.43,0.0
1524,10,22.19,0.1
1525,10,27.76,0.7
1526,10,12.6,0.4
1527,10,24.76,0.0
1528,10,26.3,0.0
1529,10,10.92,0.2
1530,10,8.7,0.0
1531,10,10.78,0.0
1532,10,14.56,0.0
1533,10,12.41,0.0
1534,10,13.75,0.3
1535,10,11.0,0.0
1536,10,7.62,0.0
1537,10,9.52,0.6
1538,10,18.73,0.0
1539,10,23.35,0.0
1540,10,18.3,0.0
1541,10,12.18,0.5
1542,10,29.93,0.0
1543,10,28.98,0.0
1544,10,8.03,0.0
1545,10,13.0,0.0
1546,10,12.95,0.0
1547,10,11.13,0.0
1548,10,10.65,0.0
1549,10,18.29,1.3
1550,10,19.82,0.0
1551,10,20.68,0.0
1552,10,22.26,1.2
1553,10,26.39,0.0
1554,10,17.71,0.5
1555,10,17.15,0.0
1556,10,17.96,0.0
1557,10,12.57,0.0
1558,10,9.73,0.0
1559,10,7.55,0.0
1560,10,9.8,0.0
1561,10,6.69,0.1
1562,10,25.49,0.7
1563,10,16.35,0.0
1564,10,13.44,0.0
1565,10,21.94,0.0
1566,10,9.7,0.0
1567,10,12.26,0.0
1568,10,11.78,0.0
1569,10,11.32,0.0
1570,10,29.62,2.0
1571,10,40.34,0.4
1572,10,38.7,0.0
1573,10,22.05,0.0
1574,10,17.74,0.0
1575,10,15.08,0.0
1576,10,15.78,0.0
1577,10,29.93,0.0
1578,10,31.64,0.0
1579,10,20.64,0.8
1580,10,90.79,0.0
1581,10,94.68,0.0
1582,10,54.17,0.4
1583,10,39.19,0.0
1584,10,26.39,0.0
1585,10,33.88,0.0
1586,10,27.66,0.5
1587,10,32.36,0.0
1588,10,52.27,0.0
1589,10,35.99,0.0
1590,10,37.19,0.0
1591,10,32.81,0.0
1592,10,39.31,0.0
1593,10,36.97,2.1
1594,10,49.24,0.0
1595,10,55.53,0.0
1596,10,30.58,0.0
1597,10,36.0,0.0
1598,10,48.7,0.2
1599,10,44.73,0.0
1600,10,74.2,0.0
1601,10,43.35,0.0
1602,10,70.18,0.2
1603,10,51.77,0.0
1604,10,22.66,0.0
1605,10,28.55,0.0
1606,10,41.16,0.1
1607,10,52.97,0.1
1608,10,30.81,0.0
1609,10,17.41,0.0
1610,10,9.71,0.8
1611,10,9.37,0.0
1612,10,33.42,0.2
1613,10,40.23,0.0
1614,10,39.71,0.0
1615,10,40.42,0.0
1616,10,35.66,0.0
1617,10,37.38,0.0
1618,10,34.18,0.0
1619,10,27.44,0.0
1620,10,29.51,0.0
1621,10,43.04,0.0
1622,10,48.47,0.0
1623,10,47.63,0.0
1624,10,52.1,2.2
1625,10,57.59,0.7
1626,10,22.53,0.6
1627,10,28.55,0.3
1628,10,34.98,0.0
1629,10,17.33,0.0
1630,10,15.91,0.0
1631,10,14.07,0.0
1632,10,20.02,0.0
1633,10,18.68,0.0
1634,10,28.57,0.0
1635,10,20.78,0.0
1636,10,22.45,0.0
1637,10,32.1,0.0
1638,9,9.99,0.0
1639,9,18.49,0.0
1640,9,51.72,0.0
1641,9,12.05,0.0
1642,9,34.65,0.0
1643,9,21.12,0.0
1644,9,20.75,0.0
1645,9,24.37,0.0
1646,9,24.31,0.0
1647,9,31.22,0.0
1648,9,48.11,0.0
1649,9,55.09,0.67
1650,9,19.23,0.0
1651,9,21.54,0.0
1652,9,11.16,0.0
1653,9,27.59,0.0
1654,9,21.14,0.0
1655,9,36.62,0.67
1656,9,33.69,0.0
1657,9,20.79,0.0
1658,9,24.85,0.0
1659,9,51.55,0.0
1660,9,47.66,0.0
1661,9,55.66,0.0
1662,9,22.49,0.0
1663,9,13.52,0.0
1664,9,26.3,0.0
1665,9,43.15,0.0
1666,9,18.91,0.0
1667,9,23.1,0.0
1668,9,19.74,0.0
1669,9,31.61,0.0
1670,9,16.36,0.0
1671,9,23.4,0.0
1672,9,37.83,0.0
1673,8,21.35,0.0
1674,8,25.54,0.0
1675,8,33.32,0.38
1676,8,26.52,0.25
1677,8,43.33,0.0
1678,8,46.49,0.0
1679,8,24.0,0.0
1680,8,20.98,0.0
1681,8,25.53,0.0
1682,8,16.82,0.0
1683,8,19.24,0.0
1684,8,11.21,0.0
1685,8,14.48,0.12
1686,8,64.16,0.0
1687,8,43.2,0.38
1688,8,37.63,0.0
1689,8,17.17,0.12
1690,8,46.02,0.0
1691,8,16.44,0.0
1692,8,21.33,0.0
1693,8,13.98,0.0
1694,8,10.8,0.0
1695,8,28.42,0.0
1696,8,23.86,0.0
1697,8,32.65,0.0
1698,8,65.97,0.12
1699,8,21.76,0.0
1700,8,41.21,0.0
1701,8,31.04,0.0
1702,8,42.34,1.62
1703,8,37.42,0.0
1704,8,36.82,0.0
1705,8,37.0,0.0
1706,8,37.52,0.0
1707,8,61.14,1.12
1708,8,52.2,0.5
1709,8,46.51,0.0
1710,8,56.99,0.0
1711,8,64.7,0.25
1712,8,47.73,0.0
1713,8,40.03,0.0
1714,8,33.25,0.0
1715,8,167.94,0.0
1716,8,21.25,0.0
1717,8,15.73,0.25
1718,8,25.38,0.0
1719,8,48.35,0.0
1720,8,28.96,0.0
1721,8,39.11,0.0
1722,8,39.07,0.62
1723,8,27.18,0.0
1724,8,53.32,0.0
1725,8,23.01,0.0
1726,8,42.91,0.75
1727,8,44.08,0.0
1728,8,39.8,0.0
1729,8,38.26,0.0
1730,8,19.17,0.38
1731,8,39.55,0.0
1732,8,51.62,0.0
1733,8,9.52,0.0
1734,8,32.17,0.0
1735,8,15.54,0.0
1736,8,22.0,0.0
1737,8,24.74,1.0
1738,8,21.24,0.0
1739,8,8.3,0.0
1740,8,8.91,0.0
1741,8,7.7,0.0
1742,8,10.02,0.0
1743,8,16.78,0.0
1744,8,7.22,0.0
1745,8,14.03,0.0
1746,8,10.32,0.38
1747,8,13.72,0.0
1748,8,17.58,0.0
1749,8,15.23,0.0
1750,8,16.21,0.5
1751,8,33.71,0.38
1752,8,93.48,0.62
1753,8,37.12,0.0
1754,8,55.73,0.0
1755,8,51.02,0.0
1756,8,16.85,0.38
1757,8,66.37,0.0
1758,8,26.76,0.0
1759,8,24.46,0.0
1760,8,20.23,0.0
1761,8,30.71,0.0
1762,8,33.37,0.0
1763,8,22.78,0.0
1764,8,29.99,0.38
1765,8,34.68,0.5
1766,8,27.24,0.0
1767,8,62.28,0.0
1768,8,51.55,0.0
1769,8,23.05,0.0
1770,8,32.54,0.0
1771,8,33.87,0.0
1772,8,20.68,0.0
1773,8,51.55,0.0
1774,8,46.7,0.0
1775,8,25.77,0.0
1776,8,35.51,0.0
1777,8,637.34,0.0
1778,8,47.47,0.0
1779,8,32.55,0.0
1780,8,29.64,1.0
1781,8,55.67,0.0
1782,8,23.62,0.25
1783,8,27.84,0.0
1784,8,27.11,0.0
1785,8,38.12,0.0
1786,8,29.58,0.0
1787,8,14.03,0.0
1788,8,21.14,0.0
1789,8,31.0,0.0
1790,8,23.48,0.0
1791,8,41.33,0.25
1792,8,38.11,0.0
1793,8,26.67,0.0
1794,8,23.22,0.0
1795,8,39.21,0.88
1796,8,48.09,0.0
1797,8,21.82,0.0
1798,8,15.05,0.0
1799,8,42.64,0.0
1800,8,38.3,0.0
1801,8,26.06,0.0
1802,8,20.7,0.0
1803,8,26.96,0.0
1804,8,16.82,0.0
1805,8,26.8,0.0
1806,8,30.81,0.0
1807,8,28.32,0.0
1808,8,35.0,0.0
1809,8,29.32,0.0
1810,8,62.33,0.0
1811,8,10.01,0.0
1812,8,11.5,0.0
1813,8,24.21,0.0
1814,8,19.22,0.5
1815,8,13.32,0.12
1816,8,17.03,0.0
1817,8,27.42,0.12
1818,8,30.44,0.0
1819,7,6.19,0.0
1820,7,7.3,0.0
1821,7,6.13,0.0
1822,7,9.15,0.0
1823,7,5.48,0.0
1824,7,6.3,0.0
1825,7,7.22,1.0
1826,7,33.82,0.14
1827,7,37.83,0.0
1828,7,13.43,0.14
1829,7,4.99,0.0
1830,7,7.26,0.0
1831,7,8.02,0.86
1832,7,7.09,0.29
1833,7,7.93,0.71
1834,7,8.07,0.43
1835,7,8.42,0.0
1836,7,12.82,0.0
1837,7,7.45,0.0
1838,7,5.03,0.0
1839,7,8.22,0.0
1840,7,5.51,0.0
1841,7,4.08,0.0
1842,7,3.78,0.0
1843,7,4.32,0.0
1844,7,6.68,0.0
1845,7,8.67,0.0
1846,7,7.62,0.0
1847,7,10.9,0.0
1848,7,5.17,0.0
1849,7,5.21,0.0
1850,7,12.37,1.0
1851,7,16.66,0.0
1852,7,9.66,0.0
1853,7,10.07,0.0
1854,7,13.23,0.0
1855,7,35.11,0.0
1856,7,13.84,0.0
1857,7,24.26,0.0
1858,7,30.08,0.0
1859,7,59.91,0.0
1860,7,69.96,0.71
1861,7,54.65,0.0
1862,7,80.11,0.0
1863,7,54.38,0.14
1864,7,41.96,0.0
1865,7,17.81,0.0
1866,7,29.41,0.0
1867,7,22.06,1.29
1868,7,29.37,0.0
1869,7,84.28,0.43
1870,7,45.89,0.0
1871,7,33.04,0.0
1872,7,41.79,0.86
1873,7,49.6,0.0
1874,7,31.55,0.86
1875,7,48.1,0.0
1876,7,23.37,0.0
1877,7,42.33,0.0
1878,7,9.11,0.0
1879,7,27.39,1.0
1880,7,32.91,0.29
1881,7,39.24,0.0
1882,7,28.2,0.0
1883,7,9.75,0.14
1884,7,29.67,0.0
1885,7,26.09,0.0
1886,7,26.34,0.0
1887,7,16.62,0.0
1888,7,16.53,0.0
1889,7,17.06,0.0
1890,7,29.84,0.0
1891,7,29.67,0.0
1892,7,23.8,0.0
1893,7,28.85,0.43
1894,7,46.64,0.0
1895,7,16.99,0.0
1896,7,40.35,0.0
1897,7,25.75,0.0
1898,7,17.1,1.0
1899,7,32.51,0.14
1900,7,27.28,0.0
1901,7,31.5,0.0
1902,7,22.49,0.0
1903,7,50.12,0.0
1904,7,21.18,0.0
1905,7,15.24,0.0
1906,7,41.34,0.0
1907,7,53.57,0.0
1908,7,13.31,0.0
1909,7,17.52,0.0
1910,7,21.87,0.0
1911,7,45.29,0.0
1912,7,26.7,0.0
1913,7,25.69,0.14
1914,7,16.85,0.71
1915,7,20.41,0.0
1916,7,24.72,0.29
1917,7,25.5,0.43
1918,7,30.61,0.0
1919,7,28.15,0.0
1920,7,38.07,0.57
1921,7,27.79,0.71
1922,7,34.13,0.0
1923,7,25.87,0.0
1924,7,39.67,0.0
1925,7,38.23,0.0
1926,7,51.76,1.29
1927,7,58.51,0.0
1928,7,81.79,0.0
1929,7,50.48,0.0
1930,7,75.1,0.0
1931,7,81.92,0.29
1932,7,31.44,0.0
1933,7,34.52,0.0
1934,7,46.33,0.0
1935,7,25.88,0.0
1936,7,58.95,0.0
1937,7,25.74,0.0
1938,7,48.88,0.0
1939,7,9.87,0.0
1940,7,32.08,0.0
1941,7,34.43,0.0
1942,7,17.66,0.0
1943,7,38.0,0.0
1944,7,33.28,0.0
1945,7,30.25,0.0
1946,7,37.94,0.0
1947,7,18.15,0.0
1948,7,64.65,0.0
1949,7,24.38,0.0
1950,7,26.97,0.57
1951,7,37.53,0.0
1952,7,28.17,0.0
1953,7,15.25,0.0
1954,7,29.32,0.57
1955,7,21.77,0.0
1956,7,39.62,0.0
1957,7,25.45,0.57
1958,7,35.05,0.0
1959,7,95.39,0.0
1960,7,26.42,0.0
1961,7,33.65,0.29
1962,7,33.79,0.0
1963,7,46.61,0.0
1964,7,17.71,0.0
1965,7,18.45,0.0
1966,7,41.72,0.0
1967,7,13.54,0.0
1968,7,24.11,0.29
1969,7,24.7,0.0
1970,7,25.4,0.0
1971,7,74.23,0.0
1972,7,50.66,0.0
1973,7,23.89,0.43
1974,7,35.08,0.0
1975,7,13.9,2.0
1976,7,13.63,0.0
1977,7,16.29,0.43
1978,7,18.19,0.0
1979,7,18.02,0.0
1980,7,21.05,0.0
1981,7,38.72,0.0
1982,7,35.04,0.0
1983,7,29.86,0.0
1984,7,12.62,0.0
1985,7,11.59,0.0
1986,7,68.75,0.0
1987,7,42.7,0.0
1988,7,38.08,0.0
1989,7,44.04,0.0
1990,7,20.49,0.0
1991,7,24.31,0.14
1992,7,12.1,0.0
1993,7,21.83,0.0
1994,7,17.15,0.14
1995,7,18.87,0.0
1996,7,14.28,0.0
1997,7,14.9,0.57
1998,7,15.66,0.0
1999,7,10.94,0.0
2000,7,14.07,0.43
2001,7,8.58,0.0
2002,7,11.78,0.0
2003,7,11.58,0.57
2004,7,12.23,0.0
2005,7,9.75,0.0
2006,7,12.88,0.0
2007,7,12.31,0.0
2008,7,10.26,0.0
2009,7,9.55,0.0
2010,7,5.33,0.0
2011,7,10.48,0.0
2012,7,57.04,0.0
2013,7,16.77,0.0
2014,7,17.54,0.0
2015,7,17.08,0.0
2016,7,44.18,0.71
2017,7,18.63,0.0
2018,7,25.54,0.0
2019,7,30.8,0.0
2020,7,26.66,0.0
2021,7,18.73,0.0
2022,7,15.1,0.0
2023,7,25.32,0.0
2024,7,29.47,0.0
2025,7,32.77,0.0
2026,7,22.09,0.0
2027,7,43.07,0.0
2028,7,15.95,0.0
2029,7,22.21,0.0
2030,7,32.35,0.0
2031,7,37.08,0.29
2032,7,16.22,0.0
2033,7,36.93,0.0
2034,7,14.29,0.0
2035,7,21.72,0.0
2036,7,21.74,0.57
2037,7,23.7,0.0
2038,7,9.46,0.0
2039,7,25.97,0.0
2040,7,10.0,0.0
2041,7,10.53,0.0
2042,7,15.54,0.0
2043,7,17.4,0.0
2044,7,39.62,0.0
2045,7,19.36,0.0
2046,7,24.61,0.0
2047,7,62.07,0.0
2048,7,25.98,0.14
2049,7,29.63,0.0
2050,7,374.47,0.0
2051,7,8.38,0.0
2052,7,22.66,0.0
2053,7,22.93,0.0
2054,7,16.46,0.0
2055,7,19.88,0.0
2056,7,19.81,0.0
2057,7,22.63,0.0
2058,7,12.37,0.0
2059,7,11.18,0.0
2060,7,41.47,0.0
2061,6,14.28,0.5
2062,6,7.87,0.0
2063,6,10.52,0.0
2064,6,9.26,0.0
2065,6,6.13,0.0
2066,6,37.99,0.0
2067,6,12.16,0.5
2068,6,3.66,0.0
2069,6,5.02,0.0
2070,6,14.09,0.0
2071,6,12.46,0.0
2072,6,12.46,0.0
2073,6,10.32,0.83
2074,6,12.53,0.0
2075,6,7.35,0.0
2076,6,16.88,0.0
2077,6,9.34,0.0
2078,6,9.65,0.0
2079,6,8.42,0.0
2080,6,8.5,0.0
2081,6,23.88,0.0
2082,6,17.6,0.0
2083,6,19.52,0.0
2084,6,21.5,0.0
2085,6,25.92,0.5
2086,6,15.08,0.0
2087,6,18.97,0.67
2088,6,11.75,0.0
2089,6,47.34,0.0
2090,6,27.42,0.0
2091,6,21.97,0.0
2092,6,9.1,0.0
2093,6,8.61,0.0
2094,6,10.12,0.0
2095,6,16.61,0.0
2096,6,13.15,0.0
2097,6,6.65,0.0
2098,6,11.01,0.0
2099,6,13.93,0.0
2100,6,13.38,0.0
2101,6,10.37,0.0
2102,6,6.6,0.0
2103,6,10.89,0.33
2104,6,7.69,0.0
2105,6,6.39,0.83
2106,6,11.87,0.0
2107,6,5.99,0.0
2108,6,8.5,0.0
2109,6,6.28,0.0
2110,6,8.21,0.0
2111,6,14.45,0.0
2112,6,8.74,0.0
2113,6,10.9,0.0
2114,6,12.27,0.0
2115,6,6.23,0.0
2116,6,6.44,0.0
2117,6,8.57,0.0
2118,6,9.22,0.0
2119,6,6.2,0.0
2120,6,13.42,0.0
2121,6,8.28,1.0
2122,6,36.13,0.0
2123,6,13.74,0.33
2124,6,10.83,0.0
2125,6,23.67,0.0
2126,6,9.81,0.0
2127,6,7.29,0.0
2128,6,6.18,0.0
2129,6,6.25,0.0
2130,6,7.6,0.0
2131,6,5.69,0.0
2132,6,6.51,0.33
2133,6,17.26,0.0
2134,6,14.93,0.0
2135,6,7.04,0.0
2136,6,12.74,0.0
2137,6,8.24,0.0
2138,6,9.07,0.0
2139,6,10.58,0.0
2140,6,41.01,0.0
2141,6,14.87,0.0
2142,6,11.42,0.0
2143,6,19.24,0.0
2144,6,18.12,0.0
2145,6,4.45,0.0
2146,6,17.41,0.0
2147,6,17.18,0.0
2148,6,7.59,0.0
2149,6,7.68,0.33
2150,6,11.44,0.0
2151,6,10.76,0.0
2152,6,13.18,0.0
2153,6,16.09,0.83
2154,6,20.45,0.0
2155,6,17.39,0.0
2156,6,6.85,0.0
2157,6,12.85,0.0
2158,6,11.03,0.0
2159,6,11.83,0.0
2160,6,7.38,0.0
2161,6,6.59,0.0
2162,6,7.72,0.0
2163,6,21.91,0.0
2164,6,9.11,0.0
2165,6,10.82,0.0
2166,6,15.75,0.0
2167,6,12.23,0.0
2168,6,11.52,0.0
2169,6,8.8,0.0
2170,6,7.72,0.5
2171,6,17.6,0.67
2172,6,20.21,0.17
2173,6,17.41,0.0
2174,6,15.16,0.0
2175,6,26.72,0.0
2176,6,43.03,0.0
2177,6,43.15,0.17
2178,6,23.93,0.0
2179,6,24.56,0.0
2180,6,64.0,0.0
2181,6,15.64,1.5
2182,6,15.55,0.0
2183,6,17.6,1.17
2184,6,39.42,0.0
2185,6,43.18,0.0
2186,6,29.72,0.0
2187,6,27.7,0.0
2188,6,26.37,0.0
2189,6,31.19,0.0
2190,6,34.23,0.0
2191,6,39.16,0.0
2192,6,38.2,0.0
2193,6,17.92,0.0
2194,6,25.59,0.0
2195,6,29.86,0.0
2196,6,22.02,0.0
2197,6,18.43,0.0
2198,6,22.46,0.0
2199,6,22.34,0.0
2200,6,42.58,0.0
2201,6,39.43,0.17
2202,6,34.49,0.0
2203,6,20.62,0.0
2204,6,19.51,0.0
2205,6,40.27,0.0
2206,6,9.85,0.5
2207,6,6.52,0.0
2208,6,8.12,0.0
2209,6,16.1,0.0
2210,6,7.76,0.0
2211,6,22.05,0.0
2212,6,28.4,0.0
2213,6,8.05,0.0
2214,6,12.99,0.5
