CustomerID,TotalSpent,OrderCount,FirstInvoiceDate,LastInvoiceDate,CustomerLifespan,Recency,PurchaseFrequency,Segment,SegmentLabel
13232.0,1357.0,7,2011-04-10 13:48:00,2011-11-27 10:39:00,230,12,0.91,0,BudgetRegular
13233.0,605.12,2,2011-01-07 14:49:00,2011-09-26 13:25:00,261,73,0.23,0,BudgetRegular
13235.0,1031.07,1,2011-05-11 17:13:00,2011-05-11 17:13:00,1,211,30.0,3,HighSpendingIrregular
13236.0,744.85,2,2011-08-25 08:58:00,2011-11-15 12:50:00,82,24,0.73,0,BudgetRegular
13238.0,700.73,4,2010-12-14 14:37:00,2011-11-22 15:37:00,343,16,0.35,0,BudgetRegular
13239.0,329.56,1,2011-03-23 10:25:00,2011-03-23 10:25:00,1,261,30.0,3,HighSpendingIrregular
13240.0,648.7,4,2010-12-09 12:49:00,2011-09-04 14:08:00,269,95,0.45,0,BudgetRegular
13242.0,270.40000000000003,3,2011-05-10 12:26:00,2011-08-19 12:53:00,101,111,0.89,0,BudgetRegular
13243.0,600.07,1,2011-05-20 13:14:00,2011-05-20 13:14:00,1,202,30.0,3,HighSpendingIrregular
13244.0,121.74,1,2011-09-08 11:46:00,2011-09-08 11:46:00,1,92,30.0,1,BudgetIrregular
13245.0,430.5,1,2011-10-20 11:40:00,2011-10-20 11:40:00,1,50,30.0,1,BudgetIrregular
13246.0,1987.3,6,2011-01-13 13:36:00,2011-11-21 16:50:00,312,17,0.58,2,HighValueIrregular
13247.0,501.12,4,2011-09-18 11:31:00,2011-11-22 10:59:00,64,17,1.88,0,BudgetRegular
13248.0,465.68,2,2011-06-03 13:05:00,2011-08-07 12:40:00,64,124,0.94,0,BudgetRegular
13249.0,711.41,3,2011-03-23 15:26:00,2011-09-08 13:26:00,168,91,0.54,0,BudgetRegular
13253.0,1030.4,2,2011-01-04 15:43:00,2011-07-06 10:09:00,182,156,0.33,0,BudgetRegular
13255.0,399.51,2,2010-12-01 11:58:00,2011-11-30 13:14:00,364,8,0.16,0,BudgetRegular
13258.0,698.58,3,2011-05-18 13:11:00,2011-11-28 09:31:00,193,11,0.47,0,BudgetRegular
13259.0,292.32,1,2011-10-09 10:48:00,2011-10-09 10:48:00,1,61,30.0,1,BudgetIrregular
13260.0,557.62,1,2011-10-09 13:21:00,2011-10-09 13:21:00,1,60,30.0,1,BudgetIrregular
13261.0,944.1,2,2011-02-27 10:41:00,2011-03-16 12:22:00,17,268,3.53,3,HighSpendingIrregular
13262.0,200.29,1,2011-03-21 15:06:00,2011-03-21 15:06:00,1,262,30.0,3,HighSpendingIrregular
13265.0,2107.66,5,2011-03-11 09:54:00,2011-10-17 15:02:00,220,52,0.68,2,HighValueIrregular
13268.0,3192.65,10,2011-03-17 13:20:00,2011-11-22 11:34:00,249,17,1.2,2,HighValueIrregular
13270.0,590.0,1,2010-12-08 14:53:00,2010-12-08 14:53:00,1,365,30.0,3,HighSpendingIrregular
13271.0,217.38,1,2011-11-02 14:31:00,2011-11-02 14:31:00,1,36,30.0,1,BudgetIrregular
13272.0,276.56,2,2011-09-11 12:06:00,2011-11-08 14:00:00,58,30,1.03,0,BudgetRegular
13273.0,138.98,1,2011-08-18 14:02:00,2011-08-18 14:02:00,1,112,30.0,1,BudgetIrregular
13276.0,590.9300000000001,2,2011-09-01 10:03:00,2011-10-07 12:44:00,36,63,1.67,0,BudgetRegular
13277.0,258.4,4,2011-07-29 10:06:00,2011-11-24 09:21:00,117,15,1.03,0,BudgetRegular
13278.0,542.73,1,2011-10-30 11:49:00,2011-10-30 11:49:00,1,40,30.0,1,BudgetIrregular
13279.0,137.75,1,2011-09-22 17:24:00,2011-09-22 17:24:00,1,77,30.0,1,BudgetIrregular
13280.0,814.86,3,2011-01-06 17:10:00,2011-08-09 13:14:00,214,121,0.42,0,BudgetRegular
13282.0,1132.14,3,2011-05-03 12:03:00,2011-11-21 15:33:00,202,17,0.45,0,BudgetRegular
13283.0,93.66,2,2011-06-07 12:39:00,2011-10-11 09:50:00,125,59,0.48,0,BudgetRegular
13284.0,201.19,1,2011-01-13 09:23:00,2011-01-13 09:23:00,1,330,30.0,3,HighSpendingIrregular
13285.0,2709.12,4,2011-02-22 17:13:00,2011-11-16 13:19:00,266,22,0.45,2,HighValueIrregular
13291.0,361.11,1,2011-07-07 10:36:00,2011-07-07 10:36:00,1,155,30.0,1,BudgetIrregular
13292.0,578.9399999999999,2,2011-02-28 15:00:00,2011-11-01 10:04:00,245,38,0.24,0,BudgetRegular
13294.0,873.74,2,2011-04-04 12:37:00,2011-06-03 08:54:00,59,189,1.02,0,BudgetRegular
13295.0,201.2,1,2010-12-15 11:21:00,2010-12-15 11:21:00,1,359,30.0,3,HighSpendingIrregular
13296.0,87.4,1,2011-07-25 13:46:00,2011-07-25 13:46:00,1,136,30.0,1,BudgetIrregular
13297.0,2089.85,4,2011-10-03 15:08:00,2011-12-02 09:32:00,59,7,2.03,2,HighValueIrregular
13298.0,360.0,1,2011-12-08 13:11:00,2011-12-08 13:11:00,1,0,30.0,1,BudgetIrregular
13299.0,142.5,1,2011-03-16 12:55:00,2011-03-16 12:55:00,1,267,30.0,3,HighSpendingIrregular
13300.0,371.89,1,2011-06-23 13:09:00,2011-06-23 13:09:00,1,168,30.0,1,BudgetIrregular
13301.0,600.19,4,2011-02-20 13:13:00,2011-08-28 11:25:00,188,103,0.64,0,BudgetRegular
13302.0,63.75,1,2011-07-07 17:56:00,2011-07-07 17:56:00,1,154,30.0,1,BudgetIrregular
13304.0,300.42,1,2010-12-23 14:35:00,2010-12-23 14:35:00,1,350,30.0,3,HighSpendingIrregular
13305.0,2000.86,10,2010-12-02 12:10:00,2011-12-05 15:15:00,368,3,0.82,2,HighValueIrregular
13307.0,15.0,1,2011-08-11 17:14:00,2011-08-11 17:14:00,1,119,30.0,1,BudgetIrregular
13308.0,1385.51,3,2011-05-20 13:13:00,2011-11-17 09:31:00,180,22,0.5,0,BudgetRegular
13309.0,1456.79,5,2011-02-04 12:29:00,2011-12-02 16:34:00,301,6,0.5,0,BudgetRegular
13310.0,1132.03,3,2011-01-19 14:50:00,2011-11-11 17:23:00,296,27,0.3,0,BudgetRegular
13311.0,598.57,2,2011-07-12 14:26:00,2011-12-05 12:55:00,145,3,0.41,0,BudgetRegular
13313.0,1555.32,5,2011-01-04 10:00:00,2011-11-17 16:48:00,317,21,0.47,2,HighValueIrregular
13314.0,775.94,3,2011-09-27 10:20:00,2011-12-08 12:29:00,72,1,1.25,0,BudgetRegular
13317.0,2273.68,6,2010-12-16 09:22:00,2011-10-04 13:35:00,292,65,0.62,2,HighValueIrregular
13318.0,640.76,3,2011-11-02 13:26:00,2011-12-08 18:51:00,36,0,2.5,0,BudgetRegular
13320.0,1548.7,4,2011-05-10 10:29:00,2011-09-22 18:07:00,135,77,0.89,0,BudgetRegular
13321.0,567.36,2,2011-09-14 15:18:00,2011-09-28 15:24:00,14,71,4.29,0,BudgetRegular
13322.0,199.48,1,2011-11-22 14:21:00,2011-11-22 14:21:00,1,16,30.0,1,BudgetIrregular
13323.0,787.85,5,2011-09-16 13:23:00,2011-12-06 17:12:00,81,2,1.85,0,BudgetRegular
13325.0,675.3,1,2011-09-19 10:36:00,2011-09-19 10:36:00,1,81,30.0,1,BudgetIrregular
13328.0,1308.48,1,2011-01-27 15:22:00,2011-01-27 15:22:00,1,315,30.0,3,HighSpendingIrregular
13329.0,789.0,2,2010-12-08 10:11:00,2011-11-08 10:29:00,335,31,0.18,0,BudgetRegular
13330.0,1140.93,3,2011-01-28 10:08:00,2011-09-08 12:27:00,223,92,0.4,0,BudgetRegular
13332.0,350.9,1,2011-11-25 13:30:00,2011-11-25 13:30:00,1,13,30.0,1,BudgetIrregular
13334.0,3536.82,3,2011-02-07 11:42:00,2011-09-18 15:21:00,223,81,0.4,2,HighValueIrregular
13336.0,795.12,1,2011-09-23 14:05:00,2011-09-23 14:05:00,1,76,30.0,1,BudgetIrregular
13338.0,437.02,1,2011-07-05 09:06:00,2011-07-05 09:06:00,1,157,30.0,1,BudgetIrregular
13339.0,860.12,1,2011-05-23 08:31:00,2011-05-23 08:31:00,1,200,30.0,3,HighSpendingIrregular
13341.0,775.85,1,2011-03-24 09:50:00,2011-03-24 09:50:00,1,260,30.0,3,HighSpendingIrregular
13343.0,303.43,1,2011-06-15 12:24:00,2011-06-15 12:24:00,1,177,30.0,3,HighSpendingIrregular
13344.0,2543.72,3,2011-03-07 10:28:00,2011-10-03 09:45:00,209,67,0.43,2,HighValueIrregular
13345.0,339.5,1,2011-02-25 09:01:00,2011-02-25 09:01:00,1,287,30.0,3,HighSpendingIrregular
13347.0,291.36,1,2011-09-30 13:28:00,2011-09-30 13:28:00,1,69,30.0,1,BudgetIrregular
13348.0,233.76,1,2011-10-06 17:28:00,2011-10-06 17:28:00,1,63,30.0,1,BudgetIrregular
13349.0,197.32,1,2011-11-29 08:07:00,2011-11-29 08:07:00,1,10,30.0,1,BudgetIrregular
13350.0,879.12,2,2011-09-21 13:33:00,2011-11-23 16:33:00,63,15,0.95,0,BudgetRegular
13351.0,323.94,1,2011-10-04 12:55:00,2011-10-04 12:55:00,1,65,30.0,1,BudgetIrregular
13352.0,347.98,1,2011-10-10 13:55:00,2011-10-10 13:55:00,1,59,30.0,1,BudgetIrregular
13354.0,743.53,1,2011-09-29 13:17:00,2011-09-29 13:17:00,1,70,30.0,1,BudgetIrregular
13355.0,674.7,1,2011-08-09 14:48:00,2011-08-09 14:48:00,1,121,30.0,1,BudgetIrregular
13356.0,768.24,1,2011-09-20 14:33:00,2011-09-20 14:33:00,1,79,30.0,1,BudgetIrregular
13357.0,609.95,1,2011-03-27 13:56:00,2011-03-27 13:56:00,1,256,30.0,3,HighSpendingIrregular
13358.0,389.03,1,2011-03-16 11:52:00,2011-03-16 11:52:00,1,268,30.0,3,HighSpendingIrregular
13359.0,389.56,1,2011-10-07 09:30:00,2011-10-07 09:30:00,1,63,30.0,1,BudgetIrregular
13362.0,3090.74,4,2011-02-25 11:33:00,2011-11-30 14:41:00,278,8,0.43,2,HighValueIrregular
13363.0,892.5,2,2011-10-27 10:46:00,2011-11-22 12:40:00,26,17,2.31,0,BudgetRegular
13364.0,134.95999999999998,1,2011-09-29 18:13:00,2011-09-29 18:13:00,1,70,30.0,1,BudgetIrregular
13365.0,2225.37,2,2011-05-06 12:00:00,2011-11-06 12:36:00,184,33,0.33,2,HighValueIrregular
13366.0,56.16,1,2011-10-20 13:37:00,2011-10-20 13:37:00,1,49,30.0,1,BudgetIrregular
13368.0,573.4,2,2011-01-06 12:32:00,2011-03-28 09:59:00,80,256,0.75,3,HighSpendingIrregular
13369.0,258.28000000000003,1,2010-12-09 11:30:00,2010-12-09 11:30:00,1,365,30.0,3,HighSpendingIrregular
13370.0,754.87,1,2010-12-03 10:26:00,2010-12-03 10:26:00,1,371,30.0,3,HighSpendingIrregular
13372.0,328.64,1,2011-09-11 12:46:00,2011-09-11 12:46:00,1,89,30.0,1,BudgetIrregular
13373.0,3312.25,3,2011-03-08 14:35:00,2011-10-10 10:51:00,215,60,0.42,2,HighValueIrregular
13375.0,778.65,1,2011-09-12 10:19:00,2011-09-12 10:19:00,1,88,30.0,1,BudgetIrregular
13376.0,869.76,3,2011-04-19 13:03:00,2011-09-01 16:16:00,135,98,0.67,0,BudgetRegular
13379.0,572.56,3,2011-07-26 12:26:00,2011-11-13 13:45:00,110,25,0.82,0,BudgetRegular
13382.0,222.99,1,2011-03-04 10:03:00,2011-03-04 10:03:00,1,280,30.0,3,HighSpendingIrregular
13385.0,534.57,1,2011-01-14 09:52:00,2011-01-14 09:52:00,1,329,30.0,3,HighSpendingIrregular
13388.0,677.1,2,2011-07-31 12:52:00,2011-07-31 12:52:00,1,130,60.0,1,BudgetIrregular
13389.0,797.96,3,2011-04-21 12:12:00,2011-11-28 14:01:00,221,10,0.41,0,BudgetRegular
13390.0,544.08,1,2011-09-26 08:38:00,2011-09-26 08:38:00,1,74,30.0,1,BudgetIrregular
13391.0,59.8,1,2011-05-20 10:50:00,2011-05-20 10:50:00,1,203,30.0,3,HighSpendingIrregular
13394.0,2520.02,8,2011-02-03 10:39:00,2011-12-08 11:36:00,308,1,0.78,2,HighValueIrregular
13395.0,307.72,1,2011-06-07 15:04:00,2011-06-07 15:04:00,1,184,30.0,3,HighSpendingIrregular
13396.0,1360.99,2,2011-01-24 13:37:00,2011-11-10 16:59:00,290,28,0.21,0,BudgetRegular
13397.0,1544.13,5,2011-01-04 13:50:00,2011-09-28 10:56:00,266,72,0.56,0,BudgetRegular
13398.0,457.34,1,2011-05-31 13:17:00,2011-05-31 13:17:00,1,191,30.0,3,HighSpendingIrregular
13402.0,621.23,2,2010-12-02 17:12:00,2011-08-04 15:51:00,244,126,0.25,0,BudgetRegular
13403.0,75.0,1,2011-11-22 08:28:00,2011-11-22 08:28:00,1,17,30.0,1,BudgetIrregular
13404.0,252.49,2,2011-05-11 11:57:00,2011-12-08 15:37:00,211,0,0.28,0,BudgetRegular
13405.0,557.45,2,2011-01-26 09:27:00,2011-05-19 16:31:00,113,203,0.53,0,BudgetRegular
13410.0,1003.06,5,2011-02-21 14:38:00,2011-11-15 15:33:00,267,23,0.56,0,BudgetRegular
13411.0,213.55,1,2011-08-24 13:57:00,2011-08-24 13:57:00,1,106,30.0,1,BudgetIrregular
13414.0,1390.5,3,2011-02-16 12:13:00,2011-07-29 11:45:00,162,133,0.56,0,BudgetRegular
13416.0,712.5,2,2011-09-19 14:43:00,2011-10-27 08:56:00,37,43,1.62,0,BudgetRegular
13417.0,640.83,2,2011-05-18 16:26:00,2011-12-05 08:49:00,200,4,0.3,0,BudgetRegular
13419.0,221.06,1,2011-10-07 12:49:00,2011-10-07 12:49:00,1,63,30.0,1,BudgetIrregular
13420.0,159.85,2,2011-06-22 11:35:00,2011-07-13 08:48:00,20,149,3.0,0,BudgetRegular
13421.0,1840.58,2,2011-02-22 15:46:00,2011-10-30 14:21:00,249,39,0.24,2,HighValueIrregular
13422.0,2626.3,1,2011-10-06 13:42:00,2011-10-06 13:42:00,1,63,30.0,2,HighValueIrregular
13425.0,1624.21,3,2011-02-18 08:34:00,2011-08-23 17:13:00,186,107,0.48,0,BudgetRegular
13427.0,582.6,3,2011-05-08 15:58:00,2011-11-20 13:02:00,195,18,0.46,0,BudgetRegular
13428.0,218.47,1,2011-11-29 14:20:00,2011-11-29 14:20:00,1,9,30.0,1,BudgetIrregular
13429.0,1006.8,4,2011-09-25 15:59:00,2011-11-29 09:10:00,64,10,1.88,0,BudgetRegular
13430.0,679.45,2,2011-09-14 14:26:00,2011-11-21 08:19:00,67,18,0.9,0,BudgetRegular
13431.0,1269.1,2,2011-09-12 11:25:00,2011-10-03 13:49:00,21,66,2.86,0,BudgetRegular
13434.0,534.24,2,2011-09-04 10:35:00,2011-09-26 14:30:00,22,73,2.73,0,BudgetRegular
13436.0,196.89,1,2011-12-08 10:33:00,2011-12-08 10:33:00,1,1,30.0,1,BudgetIrregular
13437.0,3408.06,7,2011-06-02 14:30:00,2011-11-25 14:00:00,175,13,1.2,2,HighValueIrregular
13439.0,283.71,1,2011-03-29 14:20:00,2011-03-29 14:20:00,1,254,30.0,3,HighSpendingIrregular
13441.0,296.64,1,2011-09-09 09:38:00,2011-09-09 09:38:00,1,91,30.0,1,BudgetIrregular
13447.0,1129.14,3,2011-11-04 10:10:00,2011-11-16 13:38:00,12,22,7.5,0,BudgetRegular
13448.0,3539.37,6,2010-12-01 10:52:00,2011-11-23 12:33:00,357,16,0.5,2,HighValueIrregular
13449.0,291.88,1,2011-11-16 08:28:00,2011-11-16 08:28:00,1,23,30.0,1,BudgetIrregular
13450.0,2043.72,6,2011-05-05 19:48:00,2011-11-13 11:54:00,191,26,0.94,2,HighValueIrregular
13451.0,2976.15,5,2011-01-09 15:35:00,2011-11-13 15:58:00,308,25,0.49,2,HighValueIrregular
13452.0,590.0,2,2011-03-14 11:38:00,2011-03-25 14:19:00,11,258,5.45,3,HighSpendingIrregular
13453.0,356.98,2,2011-02-23 09:44:00,2011-06-27 09:34:00,123,165,0.49,0,BudgetRegular
13455.0,1058.34,2,2010-12-08 13:11:00,2011-11-15 11:21:00,341,24,0.18,0,BudgetRegular
13456.0,1766.72,6,2011-05-16 15:34:00,2011-11-22 09:18:00,189,17,0.95,2,HighValueIrregular
13460.0,183.44,2,2011-10-21 09:50:00,2011-11-10 17:17:00,20,28,3.0,0,BudgetRegular
13461.0,1445.0,3,2011-06-29 10:23:00,2011-11-01 09:01:00,124,38,0.73,0,BudgetRegular
13462.0,151.5,1,2011-04-01 11:20:00,2011-04-01 11:20:00,1,252,30.0,3,HighSpendingIrregular
13464.0,674.68,1,2011-10-12 15:01:00,2011-10-12 15:01:00,1,57,30.0,1,BudgetIrregular
13466.0,307.9,1,2011-06-08 16:39:00,2011-06-08 16:39:00,1,183,30.0,3,HighSpendingIrregular
13467.0,1083.71,2,2011-11-03 16:56:00,2011-11-29 10:01:00,25,10,2.4,0,BudgetRegular
13470.0,165.0,2,2011-08-16 17:06:00,2011-09-01 14:57:00,15,98,4.0,0,BudgetRegular
13471.0,2531.58,4,2011-10-23 13:10:00,2011-12-08 15:44:00,46,0,2.61,2,HighValueIrregular
13473.0,422.64,2,2011-01-11 08:45:00,2011-10-10 11:20:00,272,60,0.22,0,BudgetRegular
13474.0,229.59,1,2011-04-17 13:53:00,2011-04-17 13:53:00,1,235,30.0,3,HighSpendingIrregular
13475.0,1431.78,4,2011-02-14 12:36:00,2011-06-01 13:52:00,107,190,1.12,0,BudgetRegular
13476.0,1238.47,2,2011-03-03 14:43:00,2011-06-14 12:00:00,102,178,0.59,0,BudgetRegular
13477.0,1454.58,6,2011-02-21 12:29:00,2011-11-02 12:04:00,253,37,0.71,0,BudgetRegular
13479.0,300.95,2,2011-04-19 11:27:00,2011-05-23 10:45:00,33,200,1.82,0,BudgetRegular
13481.0,1804.56,5,2011-03-28 09:07:00,2011-10-25 09:07:00,211,45,0.71,2,HighValueIrregular
13482.0,184.64,1,2011-04-21 17:03:00,2011-04-21 17:03:00,1,231,30.0,3,HighSpendingIrregular
13483.0,140.34,1,2011-10-05 11:53:00,2011-10-05 11:53:00,1,65,30.0,1,BudgetIrregular
13484.0,313.8,1,2011-04-12 16:30:00,2011-04-12 16:30:00,1,240,30.0,3,HighSpendingIrregular
13485.0,454.24,1,2011-04-20 13:58:00,2011-04-20 13:58:00,1,232,30.0,3,HighSpendingIrregular
13486.0,1122.41,3,2011-07-07 17:19:00,2011-09-22 13:13:00,76,77,1.18,0,BudgetRegular
13487.0,575.4,3,2010-12-21 14:54:00,2011-10-13 12:07:00,295,57,0.31,0,BudgetRegular
13489.0,449.52,4,2011-02-18 10:42:00,2011-08-26 13:16:00,189,104,0.63,0,BudgetRegular
13491.0,1215.82,10,2010-12-02 14:30:00,2011-10-19 08:32:00,320,51,0.94,0,BudgetRegular
13492.0,1269.84,3,2011-05-09 10:06:00,2011-07-26 14:25:00,78,135,1.15,0,BudgetRegular
13493.0,498.63,2,2011-02-25 16:42:00,2011-03-09 15:35:00,11,274,5.45,3,HighSpendingIrregular
13494.0,316.26000000000005,1,2011-02-01 11:58:00,2011-02-01 11:58:00,1,311,30.0,3,HighSpendingIrregular
13495.0,2044.87,5,2010-12-06 15:14:00,2011-12-02 11:21:00,360,7,0.42,2,HighValueIrregular
13496.0,653.33,2,2010-12-15 10:17:00,2011-11-29 10:58:00,349,10,0.17,0,BudgetRegular
13497.0,348.05,2,2010-12-06 11:37:00,2011-03-02 09:04:00,85,282,0.71,3,HighSpendingIrregular
13499.0,1159.11,5,2011-03-15 08:52:00,2011-11-22 11:21:00,252,17,0.6,0,BudgetRegular
13500.0,1166.77,3,2011-08-09 12:20:00,2011-11-16 15:35:00,99,22,0.91,0,BudgetRegular
13501.0,1340.32,1,2011-02-24 18:59:00,2011-02-24 18:59:00,1,287,30.0,3,HighSpendingIrregular
13502.0,292.0,3,2011-01-20 09:03:00,2011-11-23 10:39:00,307,16,0.29,0,BudgetRegular
13503.0,216.85,1,2011-09-29 13:23:00,2011-09-29 13:23:00,1,70,30.0,1,BudgetIrregular
13504.0,295.93,1,2011-10-06 13:20:00,2011-10-06 13:20:00,1,63,30.0,1,BudgetIrregular
13506.0,458.52,2,2010-12-05 12:15:00,2011-01-27 13:53:00,53,315,1.13,3,HighSpendingIrregular
13507.0,2479.16,4,2011-07-17 11:50:00,2011-12-06 13:13:00,142,2,0.85,2,HighValueIrregular
13508.0,110.97,1,2011-04-10 11:58:00,2011-04-10 11:58:00,1,243,30.0,3,HighSpendingIrregular
13509.0,964.72,6,2011-02-28 13:27:00,2011-12-01 10:10:00,275,8,0.65,0,BudgetRegular
13510.0,1791.56,4,2011-06-09 09:32:00,2011-12-08 13:46:00,182,0,0.66,2,HighValueIrregular
13512.0,251.21,1,2011-03-24 10:03:00,2011-03-24 10:03:00,1,260,30.0,3,HighSpendingIrregular
13513.0,205.1,1,2011-08-05 11:50:00,2011-08-05 11:50:00,1,126,30.0,1,BudgetIrregular
13514.0,152.20000000000002,1,2011-09-27 09:39:00,2011-09-27 09:39:00,1,73,30.0,1,BudgetIrregular
13515.0,891.12,4,2011-04-06 10:33:00,2011-09-28 11:26:00,175,72,0.69,0,BudgetRegular
13516.0,1389.41,3,2011-04-15 11:06:00,2011-11-18 13:15:00,217,20,0.41,0,BudgetRegular
13517.0,2128.42,3,2011-06-13 08:44:00,2011-10-11 11:43:00,120,59,0.75,2,HighValueIrregular
13518.0,659.4399999999999,1,2011-09-15 10:29:00,2011-09-15 10:29:00,1,85,30.0,1,BudgetIrregular
13519.0,122.75,1,2011-09-22 18:24:00,2011-09-22 18:24:00,1,77,30.0,1,BudgetIrregular
13520.0,2984.35,6,2010-12-03 10:36:00,2011-10-12 10:20:00,312,58,0.58,2,HighValueIrregular
13521.0,1092.39,3,2011-11-29 15:09:00,2011-12-08 13:50:00,8,0,11.25,0,BudgetRegular
13522.0,125.8,1,2011-11-09 15:11:00,2011-11-09 15:11:00,1,29,30.0,1,BudgetIrregular
13524.0,680.1800000000001,5,2011-05-04 12:26:00,2011-10-30 12:34:00,179,40,0.84,0,BudgetRegular
13525.0,628.78,2,2011-04-05 15:36:00,2011-11-25 12:01:00,233,14,0.26,0,BudgetRegular
13527.0,2287.51,7,2011-01-17 11:17:00,2011-11-06 12:04:00,293,33,0.72,2,HighValueIrregular
13529.0,307.76,2,2011-05-19 11:50:00,2011-09-22 09:15:00,125,78,0.48,0,BudgetRegular
13531.0,483.8,2,2010-12-08 15:03:00,2011-05-18 16:56:00,161,204,0.37,0,BudgetRegular
13532.0,210.31,1,2011-11-06 12:25:00,2011-11-06 12:25:00,1,33,30.0,1,BudgetIrregular
13533.0,270.79,3,2011-03-17 12:47:00,2011-06-10 11:54:00,84,182,1.07,0,BudgetRegular
13536.0,3448.29,7,2011-09-25 13:30:00,2011-12-08 16:38:00,74,0,2.84,2,HighValueIrregular
13538.0,1280.85,7,2011-01-28 10:40:00,2011-10-27 16:34:00,272,42,0.77,0,BudgetRegular
13539.0,631.34,3,2011-02-03 15:23:00,2011-09-15 10:18:00,223,85,0.4,0,BudgetRegular
13544.0,291.41,2,2011-04-13 12:09:00,2011-10-31 11:57:00,200,39,0.3,0,BudgetRegular
13546.0,626.99,3,2011-05-23 12:14:00,2011-11-27 14:50:00,188,11,0.48,0,BudgetRegular
13548.0,682.41,2,2011-04-10 11:35:00,2011-09-04 14:50:00,147,95,0.41,0,BudgetRegular
13549.0,918.2,7,2011-04-11 13:42:00,2011-11-14 09:20:00,216,25,0.97,0,BudgetRegular
13551.0,91.8,1,2011-01-24 14:46:00,2011-01-24 14:46:00,1,318,30.0,3,HighSpendingIrregular
13557.0,584.06,2,2011-03-04 12:14:00,2011-11-11 15:24:00,252,27,0.24,0,BudgetRegular
13558.0,605.06,4,2011-10-02 13:01:00,2011-12-04 11:24:00,62,5,1.94,0,BudgetRegular
13560.0,174.37,1,2011-12-02 13:11:00,2011-12-02 13:11:00,1,6,30.0,1,BudgetIrregular
13561.0,141.86,1,2011-05-08 12:39:00,2011-05-08 12:39:00,1,215,30.0,3,HighSpendingIrregular
13562.0,1799.33,3,2011-04-08 12:42:00,2011-09-19 10:51:00,163,81,0.55,2,HighValueIrregular
13563.0,777.53,2,2011-07-22 17:21:00,2011-09-16 14:45:00,55,83,1.09,0,BudgetRegular
13564.0,1198.38,2,2010-12-06 17:26:00,2010-12-20 16:50:00,13,353,4.62,3,HighSpendingIrregular
13565.0,240.22,2,2011-01-09 14:28:00,2011-11-20 14:33:00,315,18,0.19,0,BudgetRegular
13566.0,874.71,2,2011-09-18 12:40:00,2011-10-30 11:59:00,41,40,1.46,0,BudgetRegular
13568.0,192.85,1,2011-06-19 14:42:00,2011-06-19 14:42:00,1,172,30.0,3,HighSpendingIrregular
13569.0,372.25,2,2010-12-07 12:29:00,2011-11-22 13:07:00,350,16,0.17,0,BudgetRegular
13570.0,239.49,1,2011-04-10 13:36:00,2011-04-10 13:36:00,1,242,30.0,3,HighSpendingIrregular
13571.0,2092.32,12,2011-03-31 12:43:00,2011-11-27 10:47:00,240,12,1.5,2,HighValueIrregular
13572.0,1384.25,1,2011-05-18 11:59:00,2011-05-18 11:59:00,1,205,30.0,3,HighSpendingIrregular
13573.0,294.4,2,2011-03-31 14:47:00,2011-10-20 14:33:00,202,49,0.3,0,BudgetRegular
13575.0,732.0699999999999,5,2011-06-16 14:24:00,2011-11-16 13:14:00,152,22,0.99,0,BudgetRegular
13577.0,1687.6,4,2011-04-12 10:33:00,2011-11-14 15:19:00,216,24,0.56,2,HighValueIrregular
13579.0,467.04,2,2010-12-05 16:10:00,2011-11-25 08:41:00,354,14,0.17,0,BudgetRegular
13581.0,118.0,1,2011-02-03 14:41:00,2011-02-03 14:41:00,1,308,30.0,3,HighSpendingIrregular
13583.0,781.03,1,2011-07-07 10:40:00,2011-07-07 10:40:00,1,155,30.0,1,BudgetIrregular
13584.0,142.4,1,2011-02-06 12:49:00,2011-02-06 12:49:00,1,306,30.0,3,HighSpendingIrregular
13587.0,712.4,1,2011-10-07 12:31:00,2011-10-07 12:31:00,1,63,30.0,1,BudgetIrregular
13588.0,2478.95,9,2011-03-29 15:53:00,2011-11-24 10:42:00,239,15,1.13,2,HighValueIrregular
13589.0,379.65,2,2011-06-13 12:44:00,2011-11-25 12:10:00,164,14,0.37,0,BudgetRegular
13590.0,1981.92,6,2011-02-09 13:25:00,2011-11-28 12:54:00,291,10,0.62,2,HighValueIrregular
13591.0,1117.13,3,2011-03-18 12:18:00,2011-10-06 12:26:00,202,64,0.45,0,BudgetRegular
13592.0,247.96,4,2011-03-20 14:01:00,2011-11-04 09:49:00,228,35,0.53,0,BudgetRegular
13593.0,2037.08,5,2011-01-07 16:32:00,2011-08-23 13:35:00,227,107,0.66,2,HighValueIrregular
13594.0,396.97,1,2011-10-18 10:19:00,2011-10-18 10:19:00,1,52,30.0,1,BudgetIrregular
13596.0,697.04,2,2011-11-27 11:57:00,2011-12-04 12:01:00,7,5,8.57,0,BudgetRegular
13598.0,180.17,1,2011-10-23 14:28:00,2011-10-23 14:28:00,1,46,30.0,1,BudgetIrregular
13600.0,219.52,1,2011-01-31 15:27:00,2011-01-31 15:27:00,1,311,30.0,3,HighSpendingIrregular
13601.0,693.32,2,2011-05-12 16:52:00,2011-10-25 17:31:00,166,44,0.36,0,BudgetRegular
13602.0,428.89,1,2011-10-06 11:47:00,2011-10-06 11:47:00,1,64,30.0,1,BudgetIrregular
13603.0,164.34,1,2011-11-13 15:57:00,2011-11-13 15:57:00,1,25,30.0,1,BudgetIrregular
